Order_id,Spot_id,Site_id,Num
F4622,B7213,A058,27
F4623,B7545,A058,41
F4624,B7609,A058,28
F4625,B7614,A058,15
F4626,B7880,A058,20
F4627,B7895,A058,26
F4628,B7945,A058,18
F4629,B7946,A058,8
F4630,B8295,A058,29
F4631,B8467,A058,14
F4632,B8625,A058,25
F4633,B8853,A058,25
F4634,B8936,A058,27
F4635,B8950,A058,20
F4636,B0279,A059,24
F4637,B0573,A059,58
F4638,B0643,A059,76
F4639,B0940,A059,33
F4640,B1054,A059,61
F4641,B1558,A059,51
F4642,B1573,A059,20
F4643,B1609,A059,19
F4644,B1685,A059,4
F4645,B2198,A059,17
F4646,B2269,A059,13
F4647,B2550,A059,40
F4648,B2740,A059,5
F4649,B2967,A059,38
F4650,B3320,A059,55
F4651,B3364,A059,37
F4652,B3504,A059,20
F4653,B3739,A059,29
F4654,B3998,A059,55
F4655,B4300,A059,52
F4656,B4356,A059,3
F4657,B4423,A059,22
F4658,B4621,A059,18
F4659,B4659,A059,19
F4660,B4695,A059,10
F4661,B4941,A059,21
F4662,B5570,A059,41
F4663,B6111,A059,21
F4664,B6486,A059,24
F4665,B6712,A059,30
F4666,B6779,A059,17
F4667,B7116,A059,20
F4668,B7155,A059,56
F4669,B7261,A059,47
F4670,B7708,A059,28
F4671,B7996,A059,35
F4672,B8217,A059,11
F4673,B8466,A059,5
F4674,B9054,A059,49
F4675,B9192,A059,50
F4676,B0127,A060,16
F4677,B0187,A060,11
F4678,B0364,A060,38
F4679,B0586,A060,14
F4680,B0861,A060,15
F4681,B1035,A060,57
F4682,B1106,A060,10
F4683,B1203,A060,1
F4684,B1382,A060,5
F4685,B1426,A060,15
F4686,B1436,A060,27
F4687,B1445,A060,9
F4688,B1446,A060,19
F4689,B1689,A060,19
F4690,B1695,A060,52
F4691,B1736,A060,1
F4692,B1774,A060,11
F4693,B1837,A060,12
F4694,B1935,A060,3
F4695,B1973,A060,23
F4696,B2077,A060,10
F4697,B2145,A060,3
F4698,B2674,A060,48
F4699,B2910,A060,16
F4700,B3042,A060,8
F4701,B3092,A060,5
F4702,B3109,A060,32
F4703,B3308,A060,2
F4704,B3309,A060,70
F4705,B3372,A060,14
F4706,B3424,A060,37
F4707,B3563,A060,24
F4708,B3577,A060,7
F4709,B3666,A060,7
F4710,B3991,A060,18
F4711,B4190,A060,6
F4712,B4204,A060,2
F4713,B4224,A060,24
F4714,B4348,A060,9
F4715,B4457,A060,19
F4716,B4555,A060,6
F4717,B4577,A060,6
F4718,B4866,A060,4
F4719,B5097,A060,27
F4720,B5401,A060,14
F4721,B5994,A060,9
F4722,B5999,A060,5
F4723,B6013,A060,6
F4724,B6186,A060,13
F4725,B6226,A060,20
F4726,B6473,A060,7
F4727,B6539,A060,21
F4728,B6782,A060,7
F4729,B6890,A060,15
F4730,B6936,A060,6
F4731,B6951,A060,14
F4732,B7006,A060,35
F4733,B7037,A060,9
F4734,B7153,A060,10
F4735,B7202,A060,24
F4736,B7274,A060,4
F4737,B7384,A060,17
F4738,B7403,A060,3
F4739,B7576,A060,6
F4740,B7710,A060,4
F4741,B8074,A060,3
F4742,B8192,A060,31
F4743,B8218,A060,5
F4744,B8237,A060,14
F4745,B8370,A060,7
F4746,B8476,A060,11
F4747,B8490,A060,4
F4748,B8616,A060,8
F4749,B8681,A060,25
F4750,B8775,A060,5
F4751,B8840,A060,2
F4752,B8906,A060,5
F4753,B9033,A060,25
F4754,B9180,A060,16
F4755,B0009,A061,1
F4756,B0082,A061,7
F4757,B0106,A061,20
F4758,B0189,A061,17
F4759,B0300,A061,6
F4760,B0307,A061,10
F4761,B0319,A061,25
F4762,B0356,A061,7
F4763,B0406,A061,17
F4764,B0431,A061,13
F4765,B0443,A061,20
F4766,B0487,A061,46
F4767,B0514,A061,11
F4768,B0614,A061,11
F4769,B0627,A061,47
F4770,B0799,A061,38
F4771,B0806,A061,11
F4772,B0835,A061,14
F4773,B0841,A061,18
F4774,B0914,A061,28
F4775,B1087,A061,9
F4776,B1142,A061,70
F4777,B1157,A061,14
F4778,B1187,A061,2
F4779,B1212,A061,46
F4780,B1267,A061,17
F4781,B1308,A061,29
F4782,B1392,A061,8
F4783,B1439,A061,5
F4784,B1451,A061,25
F4785,B1485,A061,24
F4786,B1489,A061,11
F4787,B1544,A061,9
F4788,B1557,A061,20
F4789,B1580,A061,20
F4790,B1703,A061,7
F4791,B1706,A061,7
F4792,B1709,A061,2
F4793,B1733,A061,43
F4794,B1757,A061,5
F4795,B1786,A061,38
F4796,B1901,A061,6
F4797,B1980,A061,11
F4798,B2002,A061,8
F4799,B2007,A061,26
F4800,B2018,A061,14
F4801,B2124,A061,13
F4802,B2176,A061,4
F4803,B2234,A061,4
F4804,B2263,A061,20
F4805,B2296,A061,28
F4806,B2306,A061,16
F4807,B2341,A061,15
F4808,B2377,A061,3
F4809,B2389,A061,57
F4810,B2627,A061,27
F4811,B2711,A061,20
F4812,B2771,A061,8
F4813,B2777,A061,12
F4814,B2785,A061,15
F4815,B2834,A061,1
F4816,B2885,A061,4
F4817,B2966,A061,1
F4818,B3007,A061,10
F4819,B3014,A061,30
F4820,B3019,A061,23
F4821,B3026,A061,35
F4822,B3052,A061,10
F4823,B3072,A061,23
F4824,B3171,A061,20
F4825,B3210,A061,4
F4826,B3251,A061,9
F4827,B3285,A061,36
F4828,B3295,A061,7
F4829,B3326,A061,48
F4830,B3523,A061,9
F4831,B3642,A061,5
F4832,B3802,A061,41
F4833,B3829,A061,49
F4834,B3855,A061,31
F4835,B3875,A061,19
F4836,B3936,A061,8
F4837,B3961,A061,14
F4838,B3981,A061,6
F4839,B4055,A061,26
F4840,B4094,A061,21
F4841,B4125,A061,2
F4842,B4143,A061,5
F4843,B4185,A061,3
F4844,B4410,A061,13
F4845,B4507,A061,11
F4846,B4624,A061,15
F4847,B4741,A061,9
F4848,B4859,A061,4
F4849,B4932,A061,26
F4850,B5030,A061,25
F4851,B5054,A061,32
F4852,B5137,A061,15
F4853,B5159,A061,10
F4854,B5202,A061,19
F4855,B5234,A061,12
F4856,B5301,A061,36
F4857,B5313,A061,6
F4858,B5347,A061,32
F4859,B5385,A061,6
F4860,B5451,A061,6
F4861,B5513,A061,7
F4862,B5567,A061,14
F4863,B5602,A061,36
F4864,B5618,A061,22
F4865,B5738,A061,9
F4866,B5784,A061,13
F4867,B5821,A061,2
F4868,B5845,A061,23
F4869,B5847,A061,10
F4870,B5877,A061,17
F4871,B5883,A061,26
F4872,B5909,A061,4
F4873,B5961,A061,11
F4874,B5987,A061,19
F4875,B6038,A061,19
F4876,B6075,A061,3
F4877,B6136,A061,16
F4878,B6185,A061,11
F4879,B6203,A061,12
F4880,B6271,A061,8
F4881,B6275,A061,8
F4882,B6476,A061,6
F4883,B6500,A061,18
F4884,B6852,A061,26
F4885,B6857,A061,19
F4886,B6859,A061,8
F4887,B6865,A061,32
F4888,B6882,A061,8
F4889,B6953,A061,5
F4890,B7089,A061,16
F4891,B7228,A061,35
F4892,B7501,A061,30
F4893,B7502,A061,7
F4894,B7533,A061,7
F4895,B7597,A061,35
F4896,B7721,A061,14
F4897,B7819,A061,2
F4898,B7837,A061,9
F4899,B7944,A061,15
F4900,B8008,A061,7
F4901,B8021,A061,8
F4902,B8079,A061,36
F4903,B8191,A061,3
F4904,B8195,A061,17
F4905,B8230,A061,19
F4906,B8285,A061,31
F4907,B8291,A061,20
F4908,B8298,A061,4
F4909,B8299,A061,2
F4910,B8311,A061,24
F4911,B8372,A061,9
F4912,B8376,A061,8
F4913,B8382,A061,6
F4914,B8456,A061,15
F4915,B8474,A061,27
F4916,B8541,A061,1
F4917,B8547,A061,33
F4918,B8574,A061,40
F4919,B8603,A061,28
F4920,B8619,A061,4
F4921,B8622,A061,3
F4922,B8732,A061,17
F4923,B8846,A061,20
F4924,B8905,A061,10
F4925,B8958,A061,4
F4926,B8970,A061,37
F4927,B9015,A061,8
F4928,B9018,A061,11
F4929,B9057,A061,25
F4930,B9078,A061,7
F4931,B9119,A061,4
F4932,B0216,A062,40
F4933,B0322,A062,28
F4934,B0710,A062,5
F4935,B0904,A062,19
F4936,B0995,A062,33
F4937,B1104,A062,14
F4938,B1238,A062,9
F4939,B1291,A062,33
F4940,B1433,A062,19
F4941,B1478,A062,7
F4942,B1664,A062,29
F4943,B1714,A062,28
F4944,B1827,A062,6
F4945,B1851,A062,26
F4946,B1932,A062,9
F4947,B2001,A062,10
F4948,B2362,A062,8
F4949,B2549,A062,55
F4950,B2553,A062,34
F4951,B3170,A062,4
F4952,B3206,A062,8
F4953,B3286,A062,14
F4954,B3396,A062,26
F4955,B3429,A062,8
F4956,B3457,A062,45
F4957,B4037,A062,9
F4958,B4290,A062,15
F4959,B4384,A062,16
F4960,B4639,A062,19
F4961,B4886,A062,23
F4962,B4893,A062,18
F4963,B4975,A062,11
F4964,B5259,A062,22
F4965,B5377,A062,30
F4966,B5606,A062,22
F4967,B5632,A062,7
F4968,B5644,A062,5
F4969,B6316,A062,27
F4970,B6385,A062,18
F4971,B6438,A062,11
F4972,B6578,A062,11
F4973,B6816,A062,21
F4974,B6981,A062,31
F4975,B7031,A062,26
F4976,B7112,A062,9
F4977,B7233,A062,7
F4978,B7242,A062,43
F4979,B7450,A062,4
F4980,B7566,A062,9
F4981,B7577,A062,23
F4982,B7584,A062,18
F4983,B7685,A062,43
F4984,B7977,A062,34
F4985,B8166,A062,3
F4986,B8561,A062,14
F4987,B8594,A062,55
F4988,B8609,A062,34
F4989,B8685,A062,7
F4990,B8794,A062,6
F4991,B8806,A062,5
F4992,B8885,A062,9
F4993,B8892,A062,7
F4994,B9028,A062,23
F4995,B0080,A063,27
F4996,B0286,A063,25
F4997,B0489,A063,28
F4998,B0572,A063,34
F4999,B0856,A063,27
F5000,B1008,A063,32
F5001,B1115,A063,63
F5002,B1395,A063,90
F5003,B1756,A063,38
F5004,B1960,A063,62
F5005,B2056,A063,17
F5006,B2593,A063,19
F5007,B2624,A063,37
F5008,B2986,A063,48
F5009,B3132,A063,40
F5010,B3156,A063,59
F5011,B3253,A063,65
F5012,B3852,A063,34
F5013,B4088,A063,25
F5014,B4601,A063,13
F5015,B4611,A063,77
F5016,B4641,A063,54
F5017,B4991,A063,35
F5018,B4993,A063,36
F5019,B5431,A063,53
F5020,B5873,A063,30
F5021,B5891,A063,30
F5022,B6020,A063,33
F5023,B6066,A063,88
F5024,B6135,A063,23
F5025,B6149,A063,46
F5026,B6764,A063,46
F5027,B6964,A063,41
F5028,B7067,A063,14
F5029,B7191,A063,38
F5030,B7215,A063,30
F5031,B7365,A063,37
F5032,B8037,A063,33
F5033,B8190,A063,43
F5034,B8333,A063,28
F5035,B8577,A063,23
F5036,B8759,A063,35
F5037,B8826,A063,46
F5038,B8841,A063,32
F5039,B8896,A063,45
F5040,B8914,A063,17
F5041,B8981,A063,56
F5042,B9198,A063,39
F5043,B9199,A063,27
F5044,B0155,A064,73
F5045,B3533,A064,24
F5046,B4498,A064,29
F5047,B5130,A064,22
F5048,B5778,A064,45
F5049,B6651,A064,31
F5050,B8264,A064,54
F5051,B8773,A064,67
F5052,B0019,A065,36
F5053,B0277,A065,49
F5054,B0396,A065,26
F5055,B0585,A065,27
F5056,B0590,A065,91
F5057,B0741,A065,44
F5058,B0824,A065,36
F5059,B1001,A065,46
F5060,B1067,A065,31
F5061,B1328,A065,41
F5062,B1413,A065,67
F5063,B1435,A065,53
F5064,B1530,A065,62
F5065,B1575,A065,48
F5066,B1584,A065,38
F5067,B1666,A065,84
F5068,B2071,A065,38
F5069,B2118,A065,64
F5070,B2135,A065,26
F5071,B2450,A065,48
F5072,B2468,A065,31
F5073,B2493,A065,39
F5074,B2508,A065,34
F5075,B2533,A065,33
F5076,B2633,A065,19
F5077,B2643,A065,50
F5078,B2658,A065,44
F5079,B2690,A065,47
F5080,B2818,A065,66
F5081,B2867,A065,30
F5082,B3029,A065,59
F5083,B3056,A065,24
F5084,B3668,A065,32
F5085,B3703,A065,70
F5086,B3742,A065,90
F5087,B3941,A065,39
F5088,B4217,A065,43
F5089,B4353,A065,42
F5090,B4453,A065,49
F5091,B4461,A065,23
F5092,B4508,A065,24
F5093,B4656,A065,43
F5094,B4753,A065,38
F5095,B4770,A065,67
F5096,B4888,A065,59
F5097,B4949,A065,23
F5098,B5041,A065,26
F5099,B5168,A065,19
F5100,B5359,A065,35
F5101,B5419,A065,34
F5102,B5487,A065,8
F5103,B5680,A065,51
F5104,B5769,A065,16
F5105,B5802,A065,69
F5106,B5817,A065,39
F5107,B5828,A065,22
F5108,B5966,A065,78
F5109,B5990,A065,40
F5110,B6061,A065,32
F5111,B6069,A065,47
F5112,B6101,A065,42
F5113,B6210,A065,34
F5114,B6217,A065,48
F5115,B6221,A065,40
F5116,B6280,A065,44
F5117,B6321,A065,40
F5118,B6365,A065,37
F5119,B6449,A065,40
F5120,B6520,A065,43
F5121,B6595,A065,39
F5122,B6609,A065,19
F5123,B6770,A065,26
F5124,B6939,A065,16
F5125,B7090,A065,45
F5126,B7106,A065,46
F5127,B7122,A065,31
F5128,B7173,A065,38
F5129,B7234,A065,42
F5130,B7754,A065,18
F5131,B7896,A065,30
F5132,B7912,A065,44
F5133,B7918,A065,20
F5134,B7990,A065,19
F5135,B8289,A065,45
F5136,B8302,A065,22
F5137,B8336,A065,54
F5138,B8385,A065,35
F5139,B8459,A065,27
F5140,B8624,A065,6
F5141,B8772,A065,42
F5142,B8904,A065,30
F5143,B9154,A065,16
F5144,B9155,A065,23
F5145,B0007,A066,1
F5146,B0062,A066,6
F5147,B0123,A066,15
F5148,B0191,A066,8
F5149,B0195,A066,18
F5150,B0207,A066,2
F5151,B0303,A066,4
F5152,B0321,A066,12
F5153,B0371,A066,9
F5154,B0374,A066,10
F5155,B0461,A066,1
F5156,B0660,A066,2
F5157,B0692,A066,17
F5158,B0743,A066,14
F5159,B0767,A066,7
F5160,B0777,A066,8
F5161,B0792,A066,8
F5162,B0809,A066,13
F5163,B0838,A066,3
F5164,B1112,A066,5
F5165,B1124,A066,5
F5166,B1127,A066,9
F5167,B1285,A066,25
F5168,B1295,A066,3
F5169,B1321,A066,9
F5170,B1332,A066,13
F5171,B1361,A066,8
F5172,B1403,A066,16
F5173,B1408,A066,5
F5174,B1437,A066,40
F5175,B1464,A066,9
F5176,B1498,A066,21
F5177,B1667,A066,3
F5178,B1841,A066,18
F5179,B2073,A066,2
F5180,B2087,A066,9
F5181,B2254,A066,3
F5182,B2276,A066,5
F5183,B2342,A066,8
F5184,B2402,A066,14
F5185,B2443,A066,4
F5186,B2530,A066,6
F5187,B2668,A066,3
F5188,B2778,A066,3
F5189,B2803,A066,7
F5190,B2815,A066,7
F5191,B2956,A066,14
F5192,B2995,A066,2
F5193,B3102,A066,18
F5194,B3121,A066,3
F5195,B3322,A066,3
F5196,B3340,A066,4
F5197,B3363,A066,2
F5198,B3376,A066,13
F5199,B3529,A066,4
F5200,B3546,A066,16
F5201,B3613,A066,8
F5202,B3661,A066,24
F5203,B3698,A066,3
F5204,B3743,A066,5
F5205,B3862,A066,2
F5206,B3867,A066,15
F5207,B3965,A066,3
F5208,B4022,A066,1
F5209,B4062,A066,8
F5210,B4066,A066,12
F5211,B4102,A066,2
F5212,B4166,A066,2
F5213,B4235,A066,16
F5214,B4241,A066,12
F5215,B4388,A066,5
F5216,B4402,A066,2
F5217,B4451,A066,1
F5218,B4463,A066,4
F5219,B4479,A066,1
F5220,B4679,A066,1
F5221,B4860,A066,2
F5222,B5001,A066,4
F5223,B5053,A066,3
F5224,B5153,A066,2
F5225,B5156,A066,9
F5226,B5229,A066,4
F5227,B5344,A066,4
F5228,B5355,A066,6
F5229,B5376,A066,7
F5230,B5547,A066,17
F5231,B5660,A066,5
F5232,B5761,A066,2
F5233,B5780,A066,5
F5234,B5794,A066,10
F5235,B5798,A066,5
F5236,B5801,A066,2
F5237,B5809,A066,9
F5238,B5906,A066,7
F5239,B5971,A066,2
F5240,B6118,A066,2
F5241,B6171,A066,8
F5242,B6193,A066,2
F5243,B6317,A066,35
F5244,B6356,A066,2
F5245,B6461,A066,1
F5246,B6588,A066,18
F5247,B6809,A066,3
F5248,B6923,A066,1
F5249,B6954,A066,1
F5250,B7010,A066,10
F5251,B7068,A066,3
F5252,B7099,A066,7
F5253,B7131,A066,8
F5254,B7237,A066,1
F5255,B7260,A066,2
F5256,B7262,A066,6
F5257,B7340,A066,9
F5258,B7349,A066,20
F5259,B7417,A066,5
F5260,B7606,A066,6
F5261,B7727,A066,14
F5262,B7762,A066,5
F5263,B7914,A066,13
F5264,B8056,A066,9
F5265,B8070,A066,1
F5266,B8091,A066,3
F5267,B8206,A066,22
F5268,B8207,A066,5
F5269,B8250,A066,5
F5270,B8290,A066,1
F5271,B8309,A066,1
F5272,B8398,A066,4
F5273,B8512,A066,5
F5274,B8517,A066,5
F5275,B8543,A066,9
F5276,B8677,A066,10
F5277,B8705,A066,6
F5278,B8729,A066,1
F5279,B8781,A066,3
F5280,B8793,A066,3
F5281,B8897,A066,2
F5282,B8952,A066,1
F5283,B9029,A066,1
F5284,B0035,A067,34
F5285,B0103,A067,52
F5286,B0206,A067,11
F5287,B0228,A067,45
F5288,B0337,A067,16
F5289,B0598,A067,11
F5290,B0608,A067,21
F5291,B0609,A067,12
F5292,B0615,A067,13
F5293,B0648,A067,16
F5294,B0732,A067,35
F5295,B0896,A067,15
F5296,B0963,A067,6
F5297,B1108,A067,26
F5298,B1141,A067,7
F5299,B1302,A067,30
F5300,B1326,A067,30
F5301,B1329,A067,11
F5302,B1331,A067,33
F5303,B1418,A067,3
F5304,B1447,A067,17
F5305,B1564,A067,4
F5306,B1581,A067,14
F5307,B1861,A067,33
F5308,B1982,A067,8
F5309,B2031,A067,9
F5310,B2092,A067,7
F5311,B2142,A067,4
F5312,B2173,A067,8
F5313,B2189,A067,45
F5314,B2207,A067,19
F5315,B2319,A067,9
F5316,B2632,A067,40
F5317,B2858,A067,14
F5318,B2863,A067,2
F5319,B2895,A067,11
F5320,B2989,A067,23
F5321,B3033,A067,11
F5322,B3044,A067,5
F5323,B3161,A067,37
F5324,B3347,A067,14
F5325,B3461,A067,4
F5326,B3473,A067,21
F5327,B3538,A067,9
F5328,B3562,A067,11
F5329,B3584,A067,29
F5330,B3597,A067,11
F5331,B3621,A067,6
F5332,B3649,A067,10
F5333,B3699,A067,37
F5334,B3845,A067,20
F5335,B3856,A067,11
F5336,B4053,A067,37
F5337,B4271,A067,10
F5338,B4335,A067,14
F5339,B4340,A067,6
F5340,B4400,A067,5
F5341,B4429,A067,7
F5342,B4486,A067,19
F5343,B4538,A067,9
F5344,B4644,A067,15
F5345,B4824,A067,57
F5346,B4838,A067,33
F5347,B4847,A067,1
F5348,B4908,A067,7
F5349,B4965,A067,7
F5350,B5011,A067,12
F5351,B5023,A067,9
F5352,B5026,A067,29
F5353,B5092,A067,31
F5354,B5240,A067,36
F5355,B5312,A067,14
F5356,B5326,A067,46
F5357,B5392,A067,10
F5358,B5538,A067,5
F5359,B5593,A067,38
F5360,B5649,A067,24
F5361,B5657,A067,17
F5362,B5797,A067,6
F5363,B5900,A067,5
F5364,B5923,A067,34
F5365,B6046,A067,32
F5366,B6116,A067,3
F5367,B6174,A067,3
F5368,B6208,A067,1
F5369,B6262,A067,6
F5370,B6344,A067,11
F5371,B6404,A067,8
F5372,B6410,A067,17
F5373,B6453,A067,8
F5374,B6572,A067,21
F5375,B6638,A067,7
F5376,B6649,A067,3
F5377,B6689,A067,10
F5378,B6752,A067,2
F5379,B6811,A067,16
F5380,B6876,A067,25
F5381,B6948,A067,2
F5382,B7115,A067,5
F5383,B7342,A067,5
F5384,B7378,A067,28
F5385,B7415,A067,16
F5386,B7455,A067,9
F5387,B7464,A067,9
F5388,B7483,A067,4
F5389,B7598,A067,44
F5390,B7601,A067,4
F5391,B7695,A067,10
F5392,B7797,A067,6
F5393,B7961,A067,11
F5394,B8088,A067,4
F5395,B8293,A067,7
F5396,B8347,A067,4
F5397,B8454,A067,5
F5398,B8578,A067,3
F5399,B8979,A067,5
F5400,B9016,A067,12
F5401,B9069,A067,9
F5402,B9074,A067,11
F5403,B9080,A067,3
F5404,B9209,A067,4
F5405,B0124,A068,40
F5406,B0217,A068,30
F5407,B0578,A068,20
F5408,B0704,A068,52
F5409,B0735,A068,27
F5410,B0906,A068,30
F5411,B0960,A068,39
F5412,B1131,A068,60
F5413,B1288,A068,15
F5414,B1496,A068,48
F5415,B1598,A068,40
F5416,B1690,A068,17
F5417,B1769,A068,32
F5418,B1900,A068,14
F5419,B2328,A068,29
F5420,B2684,A068,15
F5421,B2755,A068,10
F5422,B2930,A068,24
F5423,B2990,A068,47
F5424,B3001,A068,30
F5425,B3112,A068,13
F5426,B3283,A068,11
F5427,B3403,A068,60
F5428,B3606,A068,30
F5429,B3779,A068,41
F5430,B4040,A068,37
F5431,B4311,A068,18
F5432,B4854,A068,20
F5433,B4857,A068,39
F5434,B4948,A068,37
F5435,B4957,A068,37
F5436,B5357,A068,48
F5437,B5439,A068,2
F5438,B5511,A068,35
F5439,B5641,A068,14
F5440,B5703,A068,58
F5441,B6014,A068,24
F5442,B6129,A068,23
F5443,B6163,A068,38
F5444,B6182,A068,19
F5445,B6306,A068,16
F5446,B6352,A068,30
F5447,B6426,A068,26
F5448,B6469,A068,28
F5449,B6501,A068,29
F5450,B6891,A068,23
F5451,B6980,A068,45
F5452,B7410,A068,8
F5453,B7712,A068,25
F5454,B8016,A068,34
F5455,B8258,A068,30
F5456,B8315,A068,20
F5457,B8367,A068,29
F5458,B8701,A068,24
F5459,B8725,A068,34
F5460,B8796,A068,30
F5461,B9176,A068,31
F5462,B0055,A069,35
F5463,B0355,A069,49
F5464,B0576,A069,43
F5465,B0626,A069,32
F5466,B0633,A069,35
F5467,B0836,A069,27
F5468,B1221,A069,63
F5469,B1510,A069,45
F5470,B1574,A069,45
F5471,B1588,A069,30
F5472,B1674,A069,48
F5473,B2086,A069,41
F5474,B2161,A069,34
F5475,B2192,A069,37
F5476,B2305,A069,51
F5477,B2552,A069,53
F5478,B2585,A069,38
F5479,B2783,A069,31
F5480,B2784,A069,41
F5481,B2833,A069,38
F5482,B3016,A069,27
F5483,B3386,A069,19
F5484,B3406,A069,31
F5485,B3436,A069,60
F5486,B3444,A069,28
F5487,B3454,A069,32
F5488,B3539,A069,28
F5489,B3716,A069,42
F5490,B3746,A069,23
F5491,B4276,A069,23
F5492,B4452,A069,31
F5493,B4807,A069,20
F5494,B4855,A069,48
F5495,B4964,A069,59
F5496,B5214,A069,26
F5497,B5242,A069,33
F5498,B5257,A069,42
F5499,B5441,A069,42
F5500,B5645,A069,28
F5501,B5943,A069,22
F5502,B6076,A069,28
F5503,B6190,A069,52
F5504,B6407,A069,28
F5505,B6450,A069,33
F5506,B6598,A069,25
F5507,B6604,A069,34
F5508,B6905,A069,47
F5509,B7004,A069,46
F5510,B7052,A069,23
F5511,B7094,A069,23
F5512,B7198,A069,40
F5513,B7272,A069,25
F5514,B7459,A069,38
F5515,B7865,A069,40
F5516,B7999,A069,20
F5517,B8128,A069,20
F5518,B8197,A069,32
F5519,B8221,A069,40
F5520,B8392,A069,9
F5521,B8413,A069,36
F5522,B8434,A069,37
F5523,B8437,A069,35
F5524,B8534,A069,22
F5525,B8620,A069,33
F5526,B8673,A069,34
F5527,B8717,A069,32
F5528,B9053,A069,34
F5529,B0032,A070,12
F5530,B0085,A070,5
F5531,B0113,A070,11
F5532,B0172,A070,22
F5533,B0314,A070,11
F5534,B0404,A070,30
F5535,B0435,A070,8
F5536,B0647,A070,37
F5537,B0664,A070,19
F5538,B0708,A070,18
F5539,B0715,A070,12
F5540,B0787,A070,37
F5541,B1012,A070,15
F5542,B1096,A070,26
F5543,B1208,A070,8
F5544,B1317,A070,3
F5545,B1379,A070,21
F5546,B1474,A070,12
F5547,B1651,A070,10
F5548,B1741,A070,3
F5549,B1751,A070,4
F5550,B1805,A070,20
F5551,B1808,A070,21
F5552,B2194,A070,15
F5553,B2244,A070,43
F5554,B2313,A070,22
F5555,B2411,A070,23
F5556,B2438,A070,5
F5557,B2462,A070,12
F5558,B2671,A070,43
F5559,B2706,A070,8
F5560,B2857,A070,59
F5561,B2997,A070,4
F5562,B3000,A070,23
F5563,B3218,A070,8
F5564,B3331,A070,10
F5565,B3357,A070,22
F5566,B3392,A070,26
F5567,B3466,A070,8
F5568,B3605,A070,2
F5569,B3660,A070,5
F5570,B3663,A070,20
F5571,B3786,A070,11
F5572,B3846,A070,8
F5573,B3983,A070,7
F5574,B4032,A070,19
F5575,B4095,A070,9
F5576,B4128,A070,30
F5577,B4148,A070,5
F5578,B4155,A070,4
F5579,B4504,A070,34
F5580,B4557,A070,3
F5581,B4595,A070,9
F5582,B4725,A070,10
F5583,B4902,A070,5
F5584,B4918,A070,16
F5585,B4959,A070,38
F5586,B5084,A070,29
F5587,B5085,A070,26
F5588,B5204,A070,7
F5589,B5504,A070,1
F5590,B5553,A070,6
F5591,B5656,A070,7
F5592,B5663,A070,2
F5593,B5711,A070,3
F5594,B5753,A070,10
F5595,B5945,A070,8
F5596,B6040,A070,1
F5597,B6105,A070,7
F5598,B6331,A070,18
F5599,B6355,A070,5
F5600,B6381,A070,4
F5601,B6463,A070,2
F5602,B6468,A070,22
F5603,B6554,A070,2
F5604,B6622,A070,7
F5605,B6663,A070,8
F5606,B6918,A070,16
F5607,B7061,A070,7
F5608,B7081,A070,6
F5609,B7118,A070,5
F5610,B7183,A070,13
F5611,B7315,A070,9
F5612,B7317,A070,42
F5613,B7367,A070,28
F5614,B7527,A070,13
F5615,B7583,A070,2
F5616,B7585,A070,11
F5617,B7587,A070,30
F5618,B7599,A070,4
F5619,B7764,A070,5
F5620,B7877,A070,3
F5621,B7907,A070,6
F5622,B8034,A070,5
F5623,B8135,A070,1
F5624,B8422,A070,19
F5625,B8469,A070,1
F5626,B8550,A070,8
F5627,B8862,A070,15
F5628,B8878,A070,16
F5629,B0016,A071,40
F5630,B0184,A071,8
F5631,B0276,A071,70
F5632,B0447,A071,22
F5633,B0454,A071,67
F5634,B1158,A071,8
F5635,B1399,A071,15
F5636,B1589,A071,7
F5637,B1749,A071,11
F5638,B1813,A071,20
F5639,B1852,A071,17
F5640,B1969,A071,24
F5641,B2082,A071,4
F5642,B2222,A071,12
F5643,B2278,A071,8
F5644,B2360,A071,24
F5645,B2922,A071,7
F5646,B3248,A071,15
F5647,B3390,A071,18
F5648,B3820,A071,18
F5649,B3883,A071,17
F5650,B3938,A071,6
F5651,B3985,A071,10
F5652,B4651,A071,13
F5653,B4701,A071,14
F5654,B4791,A071,24
F5655,B4981,A071,31
F5656,B4996,A071,23
F5657,B5064,A071,21
F5658,B5403,A071,35
F5659,B5529,A071,26
F5660,B5550,A071,8
F5661,B5689,A071,14
F5662,B5806,A071,23
F5663,B6047,A071,19
F5664,B6252,A071,13
F5665,B6302,A071,5
F5666,B6363,A071,11
F5667,B6373,A071,15
F5668,B6527,A071,9
F5669,B6693,A071,11
F5670,B6927,A071,16
F5671,B7028,A071,3
F5672,B7091,A071,21
F5673,B7229,A071,5
F5674,B7655,A071,8
F5675,B7661,A071,7
F5676,B8077,A071,16
F5677,B8083,A071,11
F5678,B8120,A071,10
F5679,B8270,A071,19
F5680,B8305,A071,19
F5681,B8629,A071,12
F5682,B8938,A071,3
F5683,B9148,A071,25
F5684,B9168,A071,13
F5685,B0204,A072,45
F5686,B0335,A072,13
F5687,B0347,A072,8
F5688,B0539,A072,33
F5689,B0613,A072,72
F5690,B0654,A072,13
F5691,B0707,A072,1
F5692,B0731,A072,6
F5693,B0810,A072,27
F5694,B0870,A072,33
F5695,B1045,A072,69
F5696,B1271,A072,29
